CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,nome_executor,objeto_executor,data
75471-38724-41477,APROVADO,"PODER: 02
ÓRGÃO: 08
UNIDADE:00
PROJETO/ATIVIDADE: 1038
FONTE DE RECURSO: 700
",MUNICIPIO DE JERUMENHA,PAVIMENTAÇÃO ASFÁLTICA DE VIAS PÚBLICAS,"""1"": PAVIMENTAÇÃO ASFÁLTICA DE VIAS PÚBLICAS - (8430 M2)"
80761-40723-43547,APROVADO,"Função: 0015 - Urbanismo
Subfunção: 0451 - Infraestrutura Urbana
Programa: 0042 - Infraestrutra Urbana - SEPLAN
Ação: 1009 - Obras, Infraestrutura e Mobilidade Urbana - SEPLAN
Elemento: 34490 - Aplicações diretas",MUNICIPIO DE CONCORDIA,"EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA URBANA: RUA ANTÔNIO LUIZ SECCO, localizada no Bairro Dos Industriários, Concórdia, SC, com extensão de 238,24m.","""1"": Pavimentação Rua Antônio Luiz Secco - (238 M)"
80886-39150-41911,APROVADO,449051,MUNICIPIO DE SANTA LUZIA D'OESTE,"EXECUÇÃO DE RECAPEAMENTO EM CBUQ (Concreto
Betuminoso Usinado a Quente), no perímetro urbano de
nosso município de Santa Luzia D’ Oeste
- RO, sendo
contemplado 14.910,97 m².
","""1"": EXECUÇÃO DE RECAPEAMENTO EM CBUQ (Concreto Betuminoso Usinado a Quente), no perímetro urbano de nosso município de Santa Luzia D’ Oeste - RO, sendo contemplado 14.910,97 m². - (1491097 M)"
78179-41016-43858,APROVADO,"Órgão: 002 – Secretaria de Governo, Administração e Serviços Públicos
Unidade: 02 – Divisão de Governo e Administração
Função: 04 – Administração
Subfunção: 122 – Administração Geral
Programa: 0006 – Administração e Serviços Gerais
Ação: 2.311 – Execução de Emendas Parlamentares
Elemento de Despesa: 40000000000 – Função: 170600000000 – Transferência Especial da União
",MUNICIPIO DE ERICO CARDOSO,"Reurbanização da Praça da Bí´blia na Sede do município de Érico Cardoso-BA. com a Construção de Fonte Luminosa, com jatos d´'água sincronizados e iluminação; Construção da Pista de Patins e Construção da Pista de Skate","""3"": Construção do Balneário de Santarém no município de Érico Cardoso-BA. - (1 UN); ""1"": Reforma e Revitalização da Praça da Bíblia no município de Érico Cardoso-BA. - (1 UN); ""2"": Construção da Praça da Lavrinha no município de Érico Cardoso-BA. - (1 UN); ""1"": Reurbanização da Praça da Bí´blia na Sede do município de Érico Cardoso-BA. com a Construção de Fonte Luminosa, com jatos d´'água sincronizados e iluminação; Construção da Pista de Patins e Construção da Pista de Skate - (1620 M2)"
79112-36402-39131,REPROVADO,NA,MUNICIPIO DE SAUDADE DO IGUACU,Reforma quadra esportiva.,"""1"": Reforma da Quadra da Linha Urutu - (1 UN)"
75932-40639-43454,APROVADO,"13 - SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL E HABITAÇÃO
1313 - SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL E HABITAÇÃO
13.1313.16.482.0008.1029 - CONSTRUÇÃO E/OU REFORMA DE UNIDADES HABITACIONAIS
4490.51.00.00.00.0000 - OBRAS E INSTALAÇÕES",MUNICIPIO DE PIACABUCU,CONSTRUÇÃO DE 05 (CINCO) UNIDADES HABITACIONAIS NO MUNICÍPIO DE PIAÇABUÇU/AL,"""1"": CONSTRUÇÃO DE UNIDADES HABITACIONAIS NO MUNICÍPIO DE PIAÇABUÇU/AL - (5 UN)"
79767-36405-39133,APROVADO,"13 392 Difusão Cultural
13 392 0007 INCENTIVO A CULTURA, DESPORTO E TURISMO
13 392 0007 2141 0000 APOIO E INCENTIVO AS MANIFESTAÇÕES CULTURAIS",MUNICIPIO DE SANTAREM,"Exposição  Sairé - Celebração, louvor e disputa dos Botos.","""1"": Contratação de prestação de serviços especializados na realização de exposição artística. - (1 UN)"
76881-42423-45328,REPROVADO,"PODER: 2 - EXECUTIVO 
2 - PREFEITURA MUNICIPAL DE RIBEIROPOLIS UNIDADE 20700 - SECRETARIA MUNICIPAL DE EDUCAÇÃO – SME
FUNÇÃO 12
SUBFUNÇÃO 361
PROGRAMA 0005
AÇÃO 2019 MANUTENÇÃO DA SECRETARIA MUNICIPAL DE EDUCAÇÃO",MUNICIPIO DE RIBEIROPOLIS,"CUSTEIO DE COMBUSTÍVEL PARA OPERAÇÃO DA FROTA DA SECRETARIA MUNICIPAL DE EDUCAÇÃO, assegurando o funcionamento contínuo da frota de veículos utilizada no transporte escolar e nas atividades administrativas e pedagógicas da rede municipal de ensino, por meio da aquisição de combustível.","""1"": CUSTEIO DE COMBUSTÍVEL PARA OPERAÇÃO DA FROTA DA SECRETARIA MUNICIPAL DE EDUCAÇÃO - (44661 L)"
80778-42490-45402,APROVADO,"2 PREFEITURA MUNICIPAL DE JUCATI
02 PODER EXECUTIVO
02 08 SECRETARIA DE SERVIÇOS PÚBLICOS
020801 SECRETARIA DE SERVIÇOS PÚBLICOS
15 Urbanismo
15 451 Infra-Estrutura Urbana
15 451 1502 Infra - Estrurura Urbana
15 451 1502 1022 0000 Obras em Praças, Parques, Jardins e Áreas de Lazer Públicos
483 4.4.90.51.00OBRAS E INSTALAÇÕES",MUNICIPIO DE JUCATI,CONSTRUÇÃO DO PARQUE CAZÉ PEIXOTO NO MUNICÍPIO DE JUCATI/PE.,"""1"": CONSTRUÇÃO DO PARQUE CAZÉ PEIXOTO NO MUNICÍPIO DE JUCATI/PE. - (10145 M2)"
84040-36296-39031,APROVADO,"Órgão: 02 - Prefeitura Municipal
Unidade Orçamentária: 0204 - SECRETARIA DE ADMINISTRAÇÃO E DESENVOLVIMENTO ECONÔMICO URBANO
Função: 04 - ADMINISTRACAO
Subfunção: 122 - ADMINISTRACAO GERAL
Programa: 2717 - GESTÃO PÚBLICA MUNICIPAL
Ação Orçamentária: 2.244 - MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE ADMINISTRAÇÃO E DESENVOLVIMENTO ECONÔMICO EQUIPAMENTOS E MATERIAL PERMANENTE
Elemento de Despesa: 44905200000
Fonte de Recurso: 15000000000
Recursos não Vinculados de Impostos - (Livre)",MUNICIPIO DE ALPINOPOLIS,"O presente plano de trabalho tem por objetivo a aquisição de mobiliário e materiais permanentes para a estruturação da Brigada Municipal de Alpinópolis, cuja sede será instalada no município, devidamente aprovada pelo Corpo de Bombeiros Militar de Minas Gerais (CBMMG). Trata-se de uma ação conjunta, entre a Prefeitura Municipal de Alpinópolis e o CBMMG, sem transferência de recursos financeiros entre os partícipes, conforme instrumento firmado entre as partes.

A iniciativa visa à conjugação de esforços entre os entes municipal e estadual, voltada para o atendimento de interesse público recíproco e sem fins lucrativos, possibilitando a criação, manutenção e credenciamento da Brigada Municipal, conforme disposto no convênio específico e neste plano de trabalho.

A implantação da Brigada promoverá melhorias significativas na resposta a ocorrências de incêndios urbanos, incêndios florestais, salvamentos terrestres e em altura, além de captura de animais, garantindo mais segurança à população e ampliando a capacidade operacional da cidade. A ação também está em plena conformidade com as competências do CBMMG e da Administração Pública Municipal, representando um avanço na política local de proteção e defesa civil.","""15"": Reserva técnica para frete e variações de preços - (1 UN); ""14"": Kit Combate a incêndios florestais - sopradores costais a combustão (modelo STIHL BR 600) - (8 UN); ""17"": Kit combate a incêndios florestais - facões tipo mata-mato - (8 UN); ""17"": Kit Salvamento terrestre/altura/captura de animais - kits de cordas estáticas 11 mm, 50 m - (3 UN); ""17"": Kit Salvamento terrestre/altura/captura de animais - mosquetões de aço - (6 UN); ""17"": Móveis para cozinha e refeitório - freezer horizontal 400 L - (1 UN); ""18"": Móveis para cozinha e refeitório - mesas de refeitório em aço inox - (4 UN); ""19"": Móveis para cozinha e refeitório - cadeiras de polipropileno empilháveis - (32 UN); ""20"": Kit Combate a incêndios urbanos - detectores de gases portáteis - (2 UN); ""22"": Kit Combate a incêndios florestais - Canhão Monitor Portátil — Vazão de 1.900 L/min - (1 UN); ""26"": Kit Salvamento terrestre/altura/captura de animais - macas de resgate tipo envelope - (2 UN); ""31"": Aquisição de Corta Frio, equipamento manual destinado ao corte de estruturas metálicas e de madeira, com sistema de resfriamento para maior eficiência e segurança. - (1 UN); ""32"": Aquisição de moto gerador a gasolina trifásico, com potência mínima de 6,5 KVA, partida elétrica e autonomia de 8 horas, indispensável para fornecer energia em operações emergenciais. - (1 UN); ""37"": Aquisição de escada retrátil de alumínio, com extensão mínima de 12 metros, confeccionada em material resistente, certificada conforme normas da ABNT, destinada a operações de resgate em altura e combate a incêndios. - (1 UN); ""38"": Aquisição de exaustor portátil axial, com diâmetro de 300 mm, motor elétrico 220V de 1 HP e vazão mínima de 6.000 m³/h, utilizado para ventilação forçada em ambientes confinados e dispersão de fumaça - (1 UN); ""39"": Aquisição de moto bomba contra incêndio, com motor a gasolina de 7 HP, capacidade de vazão de 600 litros por minuto e pressão de 7 bar, destinada ao abastecimento rápido em operações de combate a incêndio. - (1 UN); ""40"": Aquisição de moto gerador auxiliar monofásico, com potência de 3,5 KVA, motor a gasolina, partida manual e autonomia mínima de 6 horas, voltado para o fornecimento emergencial de energia em operações de campo - (1 UN); ""41"": Aquisição de ventilador de combate a incêndio com pressão positiva, diâmetro de 500 mm, motor de 2 HP e vazão mínima de 18.000 m³/h, indispensável para controle de fumaça em edificações. - (1 UN); ""42"": Aquisição de ventiladores para proteção respiratória, tipo box-fan com filtros HEPA, destinados a ambientes confinados e situações de contaminação do ar, garantindo maior segurança respiratória aos bombeiros - (2 UN); ""43"": Aquisição de pump bucket (balde bomba manual de incêndio), com capacidade para 10 litros, confeccionado em aço galvanizado, para uso em combate inicial a pequenos focos de incêndio. - (2 UN); ""44"": Aquisição de boias salva-vidas tipo anel, confeccionadas em polietileno rígido, com cabo flutuante, homologadas pela Marinha do Brasil, para operações de salvamento aquático. - (5 UN); ""45"": Aquisição de cilindros de ar comprimido sobressalentes, em fibra de carbono de 6,8 litros, pressão de 300 bar, compatíveis com os equipamentos SABA já previstos, garantindo autonomia adicional para operações de salvamento - (2 UN); ""46"": Aquisição de conjunto regulador de mergulho para resgate aquático, composto por primeiro e segundo estágio, com manômetro de alta pressão, adaptável a cilindros de ar comprimido homologados. - (1 UN); ""9"": Aquisição de bancadas e móveis para vestiários - (6 UN); ""5"": Aquisição de cadeiras administrativas - (6 UN); ""1"": Aquisição de mesas de escritório - (6 UN); ""4"": Aquisição de impressora multifuncional - (2 UN); ""2"": Aquisição de computadores (desktop) - (4 UN); ""6"": Aquisição de cadeiras operacionais - (8 UN); ""7"": Aquisição de armários de aço (2 portas) - (4 UN); ""8"": Aquisição de estantes metálicas - (4 UN); ""10"": Aquisição de materiais permanentes para combate a incêndios florestais (kits completos) - (4 CJ); ""11"": Aquisição de Sistema de Monitoramento e Segurança – composto por câmeras de segurança, com seus respectivos DVR, monitores, cabeamento e estrutura de fixação, incluindo todos os acessórios necessários para o pleno funcionamento - (18 UN); ""12"": Kit Combate a incêndios urbanos - extintores de pó químico 12 kg - (2 UN); ""17"": Kit Salvamento terrestre/altura/captura de animais - capacetes de proteção em altura - (6 UN); ""17"": Kit Combate a incêndios florestais - abafadores tipo raquete - (4 UN); ""17"": Kit Combate a incêndios florestais - mochilas costais de água (20 L) - (4 UN); ""17"": Kit combate a incêndios florestais - bombas costais manuais de metal - (4 UN); ""17"": Kit Salvamento terrestre/altura/captura de animais - cadeirinhas tipo bombeiro - (3 UN); ""17"": Kit Salvamento terrestre/altura/captura de animais - kits de contenção para animais (cambão, rede, caixa) - (3 UN); ""15"": Móveis para cozinha e refeitório - geladeira modelo inox 540 L frost free duplex - (1 UN); ""16"": Móveis para cozinha e refeitório - fogão industrial 4 bocas - (1 UN); ""23"": Kit Salvamento terrestre/altura/captura de animais - tripés de salvamento para espaço confinado - (2 UN); ""3"": Aquisição de Notebooks - (2 UN); ""13"": Kit Combate a incêndios urbanos  - 4 conjuntos de EPI bombeiro civil completos (capacete, balaclava, capuz, jaqueta, calça, luvas, botas) - (10 CJ); ""21"": Kit Combate a incêndios florestais - motosserras a gasolina (profissional) - (4 UN); ""25"": Kit Salvamento terrestre/altura/captura de animais - kits de cordas completas (cordas estáticas 50 m + mosquetões + polias) - (2 UN); ""26"": Móveis para cozinha e refeitório - armário em aço inox grande - (1 UN); ""24"": Móveis para cozinha e refeitório - micro-ondas industrial 60 L - (1 UN); ""25"": Móveis para cozinha e refeitório - máquina de lavar industrial (10kg) - (1 UN); ""27"": Móveis para cozinha e refeitório - freezer vertical inox 280L - (1 UN); ""28"": ""Kit Salvamento terrestre/altura/captura de animais"" - câmera Trail (Câmera de Trilha) para monitoramento animal com sensor PIR - (1 UN); ""29"": Aquisição de um aríete hidráulico para resgate, com capacidade mínima de força de 10 toneladas, destinado à abertura de portas e ao acesso forçado em situações de emergência. - (1 UN); ""30"": Aquisição de câmera térmica portátil para combate a incêndio, com resolução mínima de 320x240, alcance de -20 °C a 550 °C, bateria recarregável e resistência a impacto - (1 UN); ""33"": Aquisição de central de recarga de cilindros de ar comprimido, composta por compressor de alta pressão (300 bar), motor elétrico e capacidade para recarga de cilindros de até 6,8 L, permitindo maior autonomia de uso dos equipamentos de respiração - (1 UN); ""34"": Aquisição de equipamentos de respiração autônoma (SABA), compostos por cilindro em fibra de carbono de 6,8 L, pressão de 300 bar e máscara facial panorâmica com válvula demandada, garantindo a proteção dos bombeiros em ambientes com fumaça - (2 UN); ""35"": Aquisição de kit de EPR (equipamento de proteção respiratória), contendo máscaras reservas, reguladores e mangueiras compatíveis com os SABA, assegurando o uso contínuo e a reposição imediata em caso de falhas. - (1 UN); ""36"": Aquisição de lanterna para salvamento em alumínio anodizado, resistentes a impacto, recarregáveis e adequadas para ambientes de baixa visibilidade, essenciais para operações noturnas ou em locais confinados - (3 UN); ""1"": Aquisição de mobiliário e materiais permanentes para estruturação da sede da Brigada Municipal de Alpinópolis, conforme padronização e aprovação do Corpo de Bombeiros Militar de Minas Gerais. - (1 UN); ""10"": Aquisição de gaveteiros, arquivos e armários para documentos - (10 CJ); ""10"": Aquisição de materiais permanentes para salvamento terrestre/altura/captura de animais (kits combinados) - (3 CJ); ""10"": Aquisição de materiais permanentes para combate a incêndios urbanos (kits completos) - (4 CJ); ""11"": Aquisição de Sistema de Rádio Comunicação Portátil (HTs, repetidora e acessórios) - (1 CJ); ""11"": Kit Combate a incêndios urbanos - esguichos reguláveis (jato sólido/névoa) - (2 UN); ""13"": Kit Combate a incêndios urbanos - mangueiras de incêndio (30 m, 1½″) - (4 UN); ""13"": Móveis para cozinha e refeitório - (1 CJ); ""13"": Kit Combate a incêndios urbanos - ventilador exaustor de pressão positiva (modelo maior) - (1 UN)"
80141-42805-45750,APROVADO,Projeto/atividade: 23.691.0035.2062 – INOVA MERCADO - Natureza de Despesa:    3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica - Fonte: 1.706.311001 e/ou 2.706.311001,AGENCIA DE DESENVOLVIMENTO DAS MICRO E PEQUENAS EMPRESAS E DO EMPREENDEDORISMO - ADERES,"Feiras de negócios, capacitação e promoção da comercialização dos produtos das micro e pequenas empresas, agroindústrias, produtores familiares, artesãos e da economia solidária do Espírito Santo, através da aquisição de espaços em feiras e eventos voltados para esses segmentos
","""1"": Contratação de serviço de locação de estandes com espaço personalizado e exclusivo para participação de empreendedores em feiras de negócios e comercialização/divulgação dos produtos. - (1780 M2)"
83056-36291-39021,APROVADO,15.451.0032.1.008 - Pavimentação e melhorias de vias e logradouros públicos na sede e distritos,MUNICIPIO DE MIRAIMA,Pavimentação Asfáltica em CBUQ no Bairro Campo Alegre Distrito Sede do Município de Miraíma/CE (Zona Urbana),"""1"": Pavimentação Asfáltica em CBUQ no Bairro Campo Alegre Distrito Sede do Município de Miraíma/CE - (6500 M2)"
82456-39995-42785,Enviado para Análise,"1 - PREFEITURA MUNICIPAL DE SERRA AZUL
02 - PODER EXECUTIVO
02 04 - Educação e Cultura
02 04 02 - PRÉ-ESCOLA
12 - Educação
12 365 - Educação Infantil
12 365 0161 - ENSINO INFANTIL PRÉ ESCOLA- CRIANÇAS DE 4 A 5 ANOS
12 365 0161 2386 0000 - CONSTRUÇÃO DE QUADRA ESPORTIVA NA EMEI ""RAMIRO
ROSSINI""
335 4.4.90.51.00 - OBRAS E INSTALAÇÕES",MUNICIPIO DE SERRA AZUL,Construção de quadra esportiva na Escola Emei Ramiro Rossini,"""1"": Construção de quadra esportiva na Escola Emei Ramiro Rossini - (300 M2)"
85328-37673-40414,Em Complementação,2.12.03.15.452.0054.1040.4.4.90.51.00,MUNICIPIO DE CANTAGALO,Reforma da Praça Pública do Centro da Cidade Cantagalo/MG,"""1"": Reforma da Praça Pública do Centro da Cidade Cantagalo/MG - (111976 M2)"
77973-37531-40270,Enviado para Análise,"Unidade Orçamentaria : 27010- Secretaria municipal de Infraestrutura e serviços publicos
Função - 15 Urbanismo
Subfunção - 452 - Serviços Urbanos
Programa 3- Promovendo o desenvolvimento Urbano e Rural
Atividade - 2041 - manutenção dos Serviços Publicos Diversos",MUNICIPIO DE LARANJEIRAS,Execução dos serviços de coleta de resíduos sólidos urbanos,"""1"": Execução dos serviços de coleta de resíduos sólidos urbanos - (1 UN)"
83702-37826-40568,Enviado para Análise,"09 - Secretaria Municipal de Agricultura e Pecuária
002 - Departamento de Desenvolvimento Rural
20.606.0901.2078 - Manutenção das Ações do Departamento de Desenvolvimento Rural
4.4.90.52.00.00 - Equipamentos e Material Permanente
Fonte: Recursos Ordinários (Livres)
",MUNICIPIO DE TURVO,"Objeto: Trator Agrícola de Pneus com Tração 4x4

Descrição detalhada: Trator agrícola de pneus, dotado de tração dianteira auxiliar (4x4), com transmissão 12x4 modelo Cabinado, ano de fabricação igual ou superior a 2025. Equipado com motor mecânico a Diesel, potência aproximada de 80 CV, sistema de direção hidrostático/hidráulico, cabine fechada e ar condicionado de fábrica. Conta com reserva de torque mínima de 26%, quatro cilindros turbo/intercooler, pneus novos traseiro 18.4-30 e dianteiro 12.4-24, contrapesos dianteiros e traseiros, freio a disco em banho de óleo, 6 pesos dianteiros e 6 pesos traseiros (3 cada lado), com garantia mínima de 12 meses.

Finalidade: Este trator será utilizado nas frentes de trabalho rural do município, garantindo que os pequenos produtores tenham acesso a equipamentos agrícolas essenciais para o desenvolvimento de seus serviços. O trator permitirá maior eficiência na produção e competitividade no mercado.

Beneficiários: O trator destina-se ao fomento do setor agropecuário, beneficiando pequenos produtores rurais da área rural do município, proporcionando o suporte necessário para melhorar a produtividade e promover o crescimento da atividade agrícola local.","""1"": Trator agrícola de pneus, dotado de tração dianteira auxiliar (4x4), com transmissão 12x4 modelo Cabinado, ano de fabricação igual ou superior a 2025. Equipado com motor mecânico a Diesel, potência aproximada de 80 CV, - (1 UN)"
78210-37607-40348,Enviado para Análise,Órgão: 11 SECRETARIA MUNICIPAL DE DESENVOLVIMENTO - Unidade Orçamentária: 11.001 - SETOR DE AGRICULTURA - 20 Agricultura - 20.608.0000.0.000.000 - Promoção da Produção Agropecuária - 20.608.0124 - Aquisição de Equipamentos Agrícolas e Agropecuários - 1.189 - AQUISIÇÃO DE UMA RETROESCAVADEIRA - 4.4.90.52.00.00.00 - EQUIPAMENTOS E MATERIAL PERMANENTE.,MUNICIPIO DE GETULIO VARGAS,"Aquisição de Equipamentos Agrícolas e  Agropecuários para atendimento das demandas do setor agropecuário da agricultura familiar no Município de Getúlio Vargas - RS. Objeto: Retroescavadeira 4x4, cabine fechada, com motor turbo a diesel, potência mínima de 85Hps, Pá dianteira capacidade mínima de carga de 0,88m³ e traseira capacidade mínima 0,25m³, peso operacional mínimo de 7.100kg, profundidade mínima de escavação 4,20 m.","""1"": Aquisição de Equipamentos Agrícolas e  Agropecuários (Retroescavadeira 4x4 - Conforme aba detalhamento) - (1 UN)"
80016-40516-43327,Em Complementação,"02.009 - Sec. Municipal de Infraestrutura Turística e Serviços Urbanos / 23 - Comércio / 695 - Turismo / 1066 - Construir, reformar e ampliar praça e canteiros",MUNICIPIO DE IPUEIRA,"Revitalização da Praça Pública Francisco Quinino de Medeiros na Zona Urbana do município de Ipueira/RN. Atualmente não existe fluxo turístico estimado e a praça se configura como um espaço de atividades recreativas e de lazer, no entanto, com a obra pretendemos proporcionar um ambiente mais atrativo e para os visitantes e consequentemente, promover o fomento turístico e econômico. 

A intervenção se caracteriza pela realização das etapas seguintes:

* Quiosques
* Banheiros
* Bancos de alvenaria
* Playground
* Praça de alimentação
* Canteiros
* Bicicletário
* Caramanchão
* Iluminação
","""1"": Revitalização da Praça Pública Francisco Quinino de Medeiros na Zona Urbana do município de Ipueira/RN. - (641 M2)"
82699-38395-41142,APROVADO,"15 451 1502 1.048 – CONSTRUÇÃO, REFORMA, AMPLIAÇÃO E PAVIMENTAÇÃO EM PARALEPIDEIO 
4.4.90.51.00 OBRAS E INSTALAÇÕES
",MUNICIPIO DE RUSSAS,"CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NOS BAIRROS CENTRO, FLORES, CATUMBELA, VARZEA ALEGRE E ALTO DO VELAME NO MUNICÍPIO DE RUSSAS/CE.
","""1"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA TRAV. JOSEFA VENERANDA NO BAIRRO FLORES NO MUNICÍPIO DE RUSSAS/CE. - (2067 M2); ""2"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA RUA ANTONIO SABINO MENDES (ADC 2 QUARTEIRÕES) NO BAIRRO FLORES NO MUNICÍPIO DE RUSSAS/CE. - (2640 M2); ""3"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NO CRUZAMENTO DA TRAVESSA FRANCISCO ANTONIO MENDES COM RUA MANOEL SABINO MENDES  NO BAIRRO FLORES NO MUNICÍPIO DE RUSSAS/CE. - (300 M2); ""4"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA RUA HERMINIO DE OLIVEIRA BRITO NO BAIRRO CATUMBELA NO MUNICÍPIO DE RUSSAS/CE. - (1599 M2); ""5"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA R. AGOSTINHO CARLOS SANTIAGO NO BAIRRO CATUMBELA NO MUNICÍPIO DE RUSSAS/CE. - (710 M2); ""6"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA VILA SCIPIÃO NO BAIRRO VARZEA ALEGRE NO MUNICÍPIO DE RUSSAS/CE. - (2895 M2); ""7"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA RUA FELIPE SANTIAGO NO BAIRRO ALTO DO VELAME NO MUNICÍPIO DE RUSSAS/CE. - (1739 M2); ""8"": CONSTRUÇÃO DE PAVIMENTAÇÃO EM PARALELEPIPEDO NA RUA JOSÉ BEZERRA LIMA NO BAIRRO CENTRO NO MUNICÍPIO DE RUSSAS/CE. - (539 M2)"
75519-37444-40180,APROVADO,"Unidade orçamentária: 030909 Secretaria Municipal de obras
Função:15  Urbanismo
Sub-função: 451 - Infraestrutura Urbana
Programa: 0009 - Aprimoramento dos serv. públicos com eficiência e sustentabilidade
Ação: 1078 - Pavimentação e recuperação de vias urbanas e rurais
Natureza de despesa:  Obras e Instalações
Sub-elemento:4.4.90.51.00
Fonte: 1706 - transferência especial
",MUNICIPIO DE JEREMOABO,"Pavimentação de vias urbanas no Bairro Manoel Dantas Sobrinho, na sede do município de Jeremoabo BA.","""1"": Pavimentação de vias urbanas no Bairro Manoel Dantas Sobrinho, na sede do município de Jeremoabo BA. - (4000 M2)"
76246-42197-45190,Em Complementação,"UO: 15004- SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO
FUNÇÃO: 04 - ADMINISTRAÇÃO
SUBFUNÇÃO: 122 - ADMINISTRAÇÃO GERAL
PROGRAMA: 0001 - DESENVOLVIMENTO DA GESTÃO ADMINISTRATIVA
AÇÃO: 2215 - MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃO
FONTE DE RECURSOS: 17063110",MUNICIPIO DE POCO VERDE,DISPONIBILIZAÇÃO DE MATERIAL DE EXPEDIENTE DIVERSOS PARA ATENDER AS DEMANDAS DOS SETORES,"""1"": AQUISIÇÃO DE MATERIAIS DE EXPEDIENTES DIVERSOS - (1 UN)"
76551-43024-45984,Em Complementação,"01 - PREFEITURA MUNICIPAL DE ITAMBÉ
02 - PODER EXECUTIVO
0202 - PODER EXECUTIVO
020209- Secretaria de infraestrutura e serviços 
15 - Urbanismo
   15 451 - Infra-Estratutura Urbana
   15 451 1007 - CIDADE EM TRANSFORMAÇÃO
   15 451 1007 1029 0000 - CONSTRUÇÃO E RESTAURAÇÃO DE PRAÇAS, PARQUES E JARDINS.

44905100-Obras e instalações 

Fonte : 706.3110 - Transferência Especial da União - Emendas Parlamentares Individuais",MUNICIPIO DE ITAMBE,"Construção da Praça Turística e Cultural no Bairro do Maracujá – Itambé/PE

Objeto
A presente proposta tem como finalidade a construção de uma Praça Turística no Bairro do Maracujá, em Itambé – PE, voltada para o fortalecimento das manifestações culturais, artísticas e sociais do município, proporcionando um espaço de convivência comunitária, lazer e incentivo ao turismo.
Justificativa
O município de Itambé carece de equipamentos públicos que estimulem a interação comunitária e a valorização da cultura local. A implantação da Praça Turística e Cultural no Bairro do Maracujá irá beneficiar diretamente a população residente na comunidade e, indiretamente, toda a cidade, uma vez que o espaço se consolidará como ponto de referência cultural e turístico.
Além de promover a integração social e o bem-estar coletivo, a praça permitirá a realização de eventos culturais, apresentações artísticas, feiras de artesanato e atividades de lazer, gerando oportunidades de fortalecimento da economia local e maior visibilidade da identidade cultural de Itambé.

Metas e Objetivos
•	Construir um espaço de convivência comunitária que favoreça a interação entre moradores e visitantes;
•	Valorizar a cultura local por meio de ambientes que permitam apresentações artísticas, exposições e manifestações culturais;
•	Aumentar o fluxo turístico para o município, atraindo visitantes interessados em cultura, história e lazer;
•	Disponibilizar áreas de lazer e recreação para todas as idades, reforçando a função social do espaço público;
•	Promover a sustentabilidade com o uso de áreas verdes, paisagismo e infraestrutura que respeite o meio ambiente.

Estrutura Proposta
A Praça Cultural contará com:
•	Anfiteatro ao ar livre para apresentações culturais, musicais e teatrais;
•	Espaço de exposição para artesanato e produtos culturais da região;
•	Áreas de convivência com bancos, mesas e pergolados;
•	Playground e área recreativa infantil;
•	Espaço de convivência para idosos, com mesas de jogos e áreas sombreadas;
•	Paisagismo e jardins temáticos, valorizando espécies regionais;
•	Pista de caminhada e espaço para atividades esportivas leves;
•	Iluminação cênica e funcional, garantindo segurança e atratividade noturna.

Impactos Esperados
•	Fortalecimento da cultura e identidade local;
•	Valorização do Bairro do Maracujá como polo cultural do município;
•	Melhoria da qualidade de vida da população, com um espaço seguro e acolhedor;
•	Atração de visitantes e estímulo ao turismo cultural e de lazer;
•	Dinamização da economia local, por meio da movimentação de serviços e comércio no entorno.
","""1"": CONSTRUÇÃO DE PRAÇA CUTURAL NO BAIRRO DO MARACUJÁ - Meta: Construir um espaço de convivência comunitária que favoreça a interação entre moradores e visitantes. - (280 M2)"
